2021-11-21 17:31:44 [-3000]  T[0]  Resurrection Check Turn Left:-9
2021-11-21 17:31:44 [-2700]  T[10]  Resurrection Check Turn Left:1
2021-11-21 17:31:44 [-2400]  T[20]  Resurrection Check Turn Left:11
2021-11-21 17:33:52 [-580]  T[102]  [India]  Stability Category 4 is 0
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability is 14
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability Category 0 is 2
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-565]  T[103]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability is 7
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability Category 0 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability Category 1 is 3
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability Category 2 is 5
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-550]  T[104]  [Greece]  Stability Category 4 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability is 2
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability Category 1 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability Category 2 is 2
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Babylonia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability is 14
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability Category 0 is 2
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-550]  T[104]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability is 5
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-535]  T[105]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability is 13
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability Category 0 is 1
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-520]  T[106]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability is 8
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability Category 0 is 2
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability Category 2 is 7
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:33:52 [-505]  T[107]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability is 7
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability Category 0 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability Category 1 is 3
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability Category 2 is 5
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-505]  T[107]  [Greece]  Stability Category 4 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability is 5
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability Category 1 is 3
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability Category 2 is 2
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Babylonia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability is 13
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability Category 0 is 1
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-505]  T[107]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability is 5
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-490]  T[108]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability is 12
2021-11-21 17:33:52 [-490]  T[108]  [India]  New Stability Level is 3
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability Category 0 is 1
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability Category 1 is 0
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability Category 2 is 11
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability Category 3 is 0
2021-11-21 17:33:52 [-490]  T[108]  [India]  Stability Category 4 is 0
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability is 12
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability Category 0 is 1
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability Category 1 is 0
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability Category 2 is 11
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability Category 3 is 0
2021-11-21 17:33:52 [-475]  T[109]  [India]  Stability Category 4 is 0
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability is 22
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  New Stability Level is 3
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability Category 0 is 4
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability Category 1 is 15
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability Category 3 is -1
2021-11-21 17:33:52 [-475]  T[109]  [Persia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability is 12
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  New Stability Level is 3
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability Category 0 is 3
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability Category 1 is 3
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability Category 2 is 7
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:33:52 [-460]  T[110]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability is 21
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  New Stability Level is 4
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability Category 0 is 3
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability Category 1 is 15
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability Category 3 is -1
2021-11-21 17:33:52 [-460]  T[110]  [Persia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-460]  T[110]  Resurrection Check Turn Left:101
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability is 15
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability Category 0 is 2
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability Category 1 is 6
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:33:52 [-445]  T[111]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability is 12
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability Category 0 is 3
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability Category 1 is 3
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability Category 2 is 7
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:33:52 [-430]  T[112]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability is 4
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability Category 0 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability Category 2 is 5
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-430]  T[112]  [Greece]  Stability Category 4 is 0
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability is 5
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-430]  T[112]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability is 18
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability Category 0 is 2
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability Category 1 is 9
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability Category 3 is 0
2021-11-21 17:33:52 [-430]  T[112]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability is 12
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability Category 0 is 1
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability Category 1 is 0
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability Category 2 is 12
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability Category 3 is 0
2021-11-21 17:33:52 [-415]  T[113]  [India]  Stability Category 4 is -1
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability is 4
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability Category 0 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability Category 2 is 5
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-415]  T[113]  [Greece]  Stability Category 4 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability is 2
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability Category 1 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability Category 2 is 2
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Babylonia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability is 12
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability Category 0 is 3
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability Category 1 is 3
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability Category 2 is 7
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:33:52 [-415]  T[113]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability is 22
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability Category 0 is 3
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability Category 1 is 18
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability Category 2 is 3
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability Category 3 is -1
2021-11-21 17:33:52 [-415]  T[113]  [Persia]  Stability Category 4 is -1
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability is 5
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-400]  T[114]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability is 21
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability Category 0 is 3
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability Category 1 is 18
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability Category 2 is 3
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability Category 3 is -1
2021-11-21 17:33:52 [-400]  T[114]  [Persia]  Stability Category 4 is -2
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability is 9
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability Category 0 is 4
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability Category 2 is 6
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability Category 3 is -1
2021-11-21 17:33:52 [-385]  T[115]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability is 20
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability Category 0 is 3
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability Category 1 is 15
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-385]  T[115]  [Persia]  Stability Category 4 is -2
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability is -10
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability Category 0 is -16
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability Category 2 is 6
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:33:52 [-370]  T[116]  [Egypt]  Stability Category 4 is 0
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability is -14
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability Category 0 is -12
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability Category 2 is 2
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-370]  T[116]  [Greece]  Stability Category 4 is -3
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability is 5
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-355]  T[117]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability is 2
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability Category 1 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability Category 2 is 2
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Polynesia]  Stability Category 4 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability is 18
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability Category 0 is 1
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability Category 1 is 15
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Persia]  Stability Category 4 is -2
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability is 13
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  New Stability Level is 3
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability Category 0 is 2
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability Category 1 is 6
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability Category 2 is 5
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability Category 3 is 0
2021-11-21 17:33:52 [-355]  T[117]  [Rome]  Stability Category 4 is 0
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability is 11
2021-11-21 17:33:52 [-340]  T[118]  [China]  New Stability Level is 3
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability Category 1 is 6
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-340]  T[118]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability is 10
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability Category 1 is 9
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-340]  T[118]  [Persia]  Stability Category 4 is -3
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability is -13
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability Category 0 is -12
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability Category 2 is 2
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-340]  T[118]  [Greece]  Stability Category 4 is -2
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability is 12
2021-11-21 17:33:52 [-340]  T[118]  [India]  New Stability Level is 3
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability Category 0 is 0
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability Category 1 is 0
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability Category 2 is 12
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability Category 3 is 0
2021-11-21 17:33:52 [-340]  T[118]  [India]  Stability Category 4 is 0
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability is 10
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability Category 0 is 1
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability Category 1 is 3
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability Category 2 is 7
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-340]  T[118]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability is 7
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability Category 0 is 2
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability Category 1 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability Category 2 is 6
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability Category 3 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Egypt]  Stability Category 4 is -1
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability is -3
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability Category 0 is -2
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability Category 2 is 2
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-310]  T[120]  [Greece]  Stability Category 4 is -2
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability is 10
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability Category 1 is 9
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-310]  T[120]  [Persia]  Stability Category 4 is -3
2021-11-21 17:33:52 [-310]  T[120]  Resurrection Check Turn Left:111
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability is 5
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability Category 3 is 0
2021-11-21 17:33:52 [-295]  T[121]  [China]  Stability Category 4 is 0
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability is -3
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability Category 0 is -2
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability Category 1 is 0
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability Category 2 is 2
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability Category 3 is -1
2021-11-21 17:33:52 [-295]  T[121]  [Greece]  Stability Category 4 is -2
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability is 6
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  New Stability Level is 1
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability Category 0 is 0
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability Category 1 is 3
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability Category 2 is 4
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability Category 3 is 0
2021-11-21 17:33:52 [-295]  T[121]  [Persia]  Stability Category 4 is -1
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability is 9
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability Category 0 is 1
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability Category 1 is 3
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability Category 2 is 6
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability Category 3 is -1
2021-11-21 17:33:52 [-295]  T[121]  [Carthage]  Stability Category 4 is 0
2021-11-21 17:33:52 [-265]  T[123]  [China]  Stability is 5
2021-11-21 17:33:52 [-265]  T[123]  [China]  Stability Category 0 is 0
2021-11-21 17:33:52 [-265]  T[123]  [China]  Stability Category 1 is 0
2021-11-21 17:33:52 [-265]  T[123]  [China]  Stability Category 2 is 5
2021-11-21 17:33:52 [-265]  T[123]  [China]  Stability Category 3 is 0
